DESCRIPTION_item1,item2,DESCRIPTION_item2,antecedent support,consequent support,item2_count,Count_validate_item2,rule_support,Combined_Baskets,confidence,lift,TOTALQTY_item1,TOTALADJREV_item1,AUR_item1,TOTALQTY_item2,TOTALADJREV_item2,dept_item2,AUR_item2,Combined_ADJREV,ValueAdded_fromitem2,ExpectedVA_fromitem2
NYStrip,3374495,INDIAN RIVER OJ 52 OZ,0.175261344,0.00424169,1029,1029,0.000931605,226,0.005315521,1.253161161,20667.6425,291081.83,14.08393967,1098,5388.02,4,4.90712204,296469.85,5.019508145,28.64013265
FiletMignon,185581,PORK POTSTICKERS AND SAUCE,0.263875148,0.003388405,822,822,0.000931605,226,0.003530478,1.041929012,32963.67,584684.9525,17.73725294,584.69,6406.83,12,10.95765277,591091.7825,5.968636971,22.61917049
CrabCakes,3438551,SALAD TFM SPINACH,0.159098404,0.007094216,1721,1721,0.000931605,226,0.005855529,0.825394833,46943.165,365938.355,7.795349014,1959,6836.91,10,3.49,372775.265,6.369301791,40.03372526
CrabCakes,5133521,SALAD OG TFM SPINACH 5OZ,0.159098404,0.006389329,1550,1550,0.000931605,226,0.005855529,0.916454521,46943.165,365938.355,7.795349014,1622,6458.78,4,3.981985203,372397.135,6.017033868,37.81957405
RibEye,181691,NATURAL ROCKS ICE 5LB,0.187161984,0.004583828,1112,1112,0.000931605,226,0.004977535,1.085890445,17746.706,328282.894,18.49824379,1297,4267.13,5,3.29,332550.024,3.975281048,21.23978901
Salmon,553134,TFM OG LARGE EGGS,0.285994592,0.002646419,642,642,0.000931605,226,0.003257423,1.230879647,11901.97778,129734.5489,10.90025131,712,3367.32,4,4.729382022,133101.8689,3.137013257,10.96878524
CrabCakes,839477,CHILEAN SEA BASS PORTIONS,0.159098404,0.00420459,1019,1020,0.000931605,226,0.005855529,1.392651479,46943.165,365938.355,7.795349014,1749,34901.84,14,19.95531161,400840.195,32.51474014,204.3687387
FiletMignon,539852,TRIUMPH OF CHEESE MOZZARELLA BALL,0.263875148,0.002827793,686,686,0.000931605,226,0.003530478,1.248492198,32963.67,584684.9525,17.73725294,749,5235.51,9,6.99,589920.4625,4.877429017,18.48385135
FiletMignon,5148333,SALAD CV TAYLOR FARMS AVOCADO RANCH,0.263875148,0.003829475,929,929,0.000927483,225,0.003514856,0.917842817,32963.67,584684.9525,17.73725294,997,4568.54,4,4.582286861,589253.4925,4.237244015,16.0577608
CrabCakes,1991567,SALAD OG ORGANIC GIRL ROMAINE HEARTS 7OZ,0.159098404,0.00648826,1574,1574,0.000927483,225,0.00582962,0.898487351,46943.165,365938.355,7.795349014,1744,8152.96,3,4.674862385,374091.315,7.561733281,47.52865582
Salmon,5303465,SALAD CV TAYLOR FARMS MAPLE BOURBON BACON,0.285994592,0.004381843,1063,1063,0.000927483,225,0.00324301,0.740101753,11901.97778,129734.5489,10.90025131,1152,5274.61,5,4.578654514,135009.1589,4.892112065,17.10561041
CrabCakes,4921467,SALAD OG ORGANIC GIRL 50/50 MIX 5OZ,0.159098404,0.005457723,1324,1324,0.000927483,225,0.00582962,1.068141307,46943.165,365938.355,7.795349014,1373,5859.09,12,4.267363438,371797.445,5.434207435,34.15626619
RibEye,547563,TFM UHT HALF N HALF 16 FZ,0.187161984,0.005400013,1310,1310,0.000927483,225,0.004955511,0.917684893,17746.706,328282.894,18.49824379,1380,3899.9,7,2.826014493,332182.794,3.61709166,19.32599551
CrabCakes,78849,THOMAS FISH CAMP CRAB CAKE SAUCE,0.159098404,0.001034659,251,251,0.000927483,225,0.00582962,5.634339004,46943.165,365938.355,7.795349014,264,1449.36,4,5.49,367387.715,1.344257024,8.449217535
FiletMignon,558211,SILK PURE ALMOND 64OZ,0.263875148,0.005218639,1266,1266,0.000927483,225,0.003514856,0.673519729,32963.67,584684.9525,17.73725294,1382,6203.18,12,4.488552822,590888.1325,5.753345123,21.80328522
Salmon,180336,MINI CHICKEN POT PIE,0.285994592,0.003322451,806,806,0.000927483,225,0.00324301,0.976089533,11901.97778,129734.5489,10.90025131,1044.49,6256.55,10,5.990052562,135991.0989,5.8028449,20.29005117
Salmon,528991,TFM EGGS OMEGA 3 XLG 1DZ,0.285994592,0.002584586,627,627,0.000927483,225,0.00324301,1.254749862,11901.97778,129734.5489,10.90025131,705,3005.64,4,4.263319149,132740.1889,2.78768055,9.747319112
FiletMignon,-501153942,(I) Charlotte Test - 00205867000006,0.263875148,0.000927483,225,225,0.000927483,225,0.003514856,3.789671009,32963.67,584684.9525,17.73725294,228,-2350.67,4,-10.30995614,582334.2825,-2.180206891,-8.262266848
Salmon,3214541,PEAS CV SNOW 6 OZ,0.285994592,0.002361991,573,573,0.000923361,224,0.003228596,1.366896325,11901.97778,129734.5489,10.90025131,641,3198.59,12,4.99,132933.1389,2.95345337,10.32695532
RibEye,1349,ARTICHOKES CV JUMBO,0.187161984,0.004983676,1209,1209,0.000923361,224,0.004933486,0.989929069,17746.706,328282.894,18.49824379,1994,5445.16,2,2.730772317,333728.054,5.027848569,26.86362083
FiletMignon,1497685,THOMAS FARMS ORGANIC GROUND BEEF,0.263875148,0.004406576,1069,1069,0.000923361,224,0.003499235,0.794093832,32963.67,584684.9525,17.73725294,1425,11868.75,4,8.328947368,596553.7025,10.95914127,41.53153998
NYStrip,151320,10-20 PER POUND EXTRA LARGE WILD SEA SCALLOPS,0.175261344,0.007073605,1716,1716,0.000923361,224,0.005268481,0.744808453,20667.6425,291081.83,14.08393967,1287.6,25723.19,14,19.97762504,316805.02,23.75179132,135.5221337
Salmon,3369011,TFM EGGS BROWN FREE RANGE LG,0.285994592,0.00262993,638,638,0.000923361,224,0.003228596,1.227635727,11901.97778,129734.5489,10.90025131,679,2695.54,12,3.969867452,132430.0889,2.488956602,8.702810032
RibEye,52601,BAKED POTATO SALAD,0.187161984,0.003949017,958,958,0.000923361,224,0.004933486,1.249294619,17746.706,328282.894,18.49824379,993.73,5946.71,4,5.984231129,334229.604,5.490960295,29.33801075
RibEye,5133537,SALAD OG TFM SPINACH 10OZ,0.187161984,0.005519555,1339,1339,0.000923361,224,0.004933486,0.893819451,17746.706,328282.894,18.49824379,1439,8619.61,5,5.99,336902.504,7.959012004,42.52472557
FiletMignon,4038632,GUMMI WORMS LB,0.263875148,0.002922603,709,709,0.000923361,224,0.003499235,1.197300855,32963.67,584684.9525,17.73725294,1128.34,2299.98,2,2.038374958,586984.9325,2.123711911,8.048169463
Salmon,1511657,EGGLANDS BEST CAGE FREE HARD COOKED PEELED EGGS,0.285994592,0.002671152,648,648,0.000923361,224,0.003228596,1.208690732,11901.97778,129734.5489,10.90025131,779,2808.69,9,3.60550706,132543.2389,2.593434903,9.068125685
Salmon,145678,LARGE YOGURT MUFFIN,0.285994592,0.003598635,873,873,0.000919239,223,0.003214183,0.893167267,11901.97778,129734.5489,10.90025131,1372,3430,5,2.5,133164.5489,3.152989381,11.02464687
NYStrip,840498,RAOS PASTA SAUCE 24OZ,0.175261344,0.005127951,1244,1244,0.000919239,223,0.005244961,1.022817958,20667.6425,291081.83,14.08393967,1546,13564.54,5,8.773958603,304646.37,12.46905265,71.1454811
FiletMignon,175756,ROSEMARY SEA SALT SOURDOUGH ROLLS 6CT,0.263875148,0.003112221,755,755,0.000919239,223,0.003483613,1.119333292,32963.67,584684.9525,17.73725294,776,3872.24,4,4.99,588557.1925,3.559513587,13.48938545
RibEye,4921474,SALAD OG ORGANIC GIRL BUTTER PLUS 4OZ,0.187161984,0.005523678,1340,1340,0.000919239,223,0.004911462,0.889165134,17746.706,328282.894,18.49824379,1465,6814.75,16,4.651706485,335097.644,6.264383203,33.47038257
NYStrip,4921482,SALAD OG ORGANIC GIRL SPRING MIX 10OZ,0.175261344,0.004756958,1154,1154,0.000919239,223,0.005244961,1.102587123,20667.6425,291081.83,14.08393967,1178,7507.22,4,6.372852292,298589.05,6.900928555,39.37507491
RibEye,4921482,SALAD OG ORGANIC GIRL SPRING MIX 10OZ,0.187161984,0.004756958,1154,1154,0.000919239,223,0.004911462,1.032479445,17746.706,328282.894,18.49824379,1178,7507.22,4,6.372852292,335790.114,6.900928555,36.87142234
FiletMignon,912,HONEY OATMEAL RAISIN COOKIES 8CT,0.263875148,0.003042145,738,738,0.000919239,223,0.003483613,1.145117392,32963.67,584684.9525,17.73725294,755.48,4423.93,3,5.855787049,589108.8825,4.066648488,15.41125988
FiletMignon,841269,BRIANNAS DRESSING 12 OZ,0.263875148,0.003367794,817,817,0.000919239,223,0.003483613,1.034390006,32963.67,584684.9525,17.73725294,920,4118.8,6,4.476956522,588803.7525,3.786161127,14.34830506
NYStrip,5333194,LBM COLESLAW 8 OZ,0.175261344,0.002881381,699,699,0.000919239,223,0.005244961,1.820294049,20667.6425,291081.83,14.08393967,768,2296.32,4,2.99,293378.15,2.11086664,12.04410847
RibEye,151582,CUCUMBERS CV BABY HOT HOUSE,0.187161984,0.005803984,1408,1408,0.000915117,222,0.004889437,0.84242778,17746.706,328282.894,18.49824379,1505,5480.95,2,3.641827243,333763.844,5.015709092,26.79876002
Salmon,142909,CR PRIME PORK TENDERLOIN,0.285994592,0.003491459,847,847,0.000915117,222,0.003199769,0.916456263,11901.97778,129734.5489,10.90025131,2840.73,17264.7,4,6.077557529,146999.2489,15.79921597,55.24305852
FiletMignon,75494,APPLES OG HONEYCRISP,0.263875148,0.004229323,1026,1026,0.000915117,222,0.003467991,0.819987294,32963.67,584684.9525,17.73725294,1792.9,7218.28,7,4.026036031,591903.2325,6.605568856,25.0329328
RibEye,2149485,TURKEY OVEN ROASTED REC,0.187161984,0.006348107,1540,1540,0.000915117,222,0.004889437,0.770219684,17746.706,328282.894,18.49824379,1202.22,13675.1,12,11.37487315,341957.994,12.51431292,66.86354066
RibEye,2382659,SALAD OG ORGANIC GIRL SPINACH 10OZ,0.187161984,0.005709174,1385,1385,0.000915117,222,0.004889437,0.856417555,17746.706,328282.894,18.49824379,1472,9368.28,12,6.364320652,337651.174,8.573069846,45.80561536
FiletMignon,840334,BLUE DIAMOND ARTISAN NUT THINS,0.263875148,0.00339665,824,824,0.000915117,222,0.003467991,1.021003597,32963.67,584684.9525,17.73725294,1141,4023.13,4,3.525968449,588708.0825,3.681633607,13.95218015
NYStrip,1707646,LETTUCE OG GREEN BUTTER HYDRO FRESH2O,0.175261344,0.005556655,1348,1348,0.000915117,222,0.005221441,0.939673424,20667.6425,291081.83,14.08393967,1542,6152.58,4,3.99,297234.41,5.630328947,32.12533246
FiletMignon,2000595,PEANUT SPLITS FOR GRINDERS LB,0.263875148,0.00414688,1006,1006,0.000915117,222,0.003467991,0.836289229,32963.67,584684.9525,17.73725294,902.51,4499.12,8,4.985119278,589184.0725,4.117220024,15.60290936
RibEye,51814,ASPARAGUS CV TIPS,0.187161984,0.004282911,1039,1039,0.000915117,222,0.004889437,1.141615316,17746.706,328282.894,18.49824379,1143,6826.57,3,5.972502187,335109.464,6.247108478,33.37808431
FiletMignon,-501158547,(I) LBM Schnitzel - LBM SCHNITZEL,0.263875148,0.003351306,813,813,0.000915117,222,0.003467991,1.034817914,32963.67,584684.9525,17.73725294,829,-8685.28,5,-10.47681544,575999.6725,-7.948045113,-30.12047615
RibEye,2070383,HORIZON HALF GALLON MILK WITH DHA,0.187161984,0.004101537,995,995,0.000910995,221,0.004867413,1.186728993,17746.706,328282.894,18.49824379,1142,7411.58,1,6.49,335694.474,6.751909296,36.0752176
Salmon,1658719,STONEWALL KITCHEN SAUCE,0.285994592,0.002353746,571,571,0.000910995,221,0.003185356,1.353313284,11901.97778,129734.5489,10.90025131,680,5359.54,1,7.881676471,135094.0889,4.882511954,17.07204295
FiletMignon,167311,ROSEMARY SEA SALT SOURDOUGH BOULE,0.263875148,0.002873137,697,697,0.000910995,221,0.00345237,1.201603003,32963.67,584684.9525,17.73725294,708.88,3750.01,4,5.290049092,588434.9625,3.416238829,12.94642125
Salmon,4039992,HERB CV TFM PEELED GARLIC 2.5 OZ,0.285994592,0.003293596,799,799,0.000910995,221,0.003185356,0.967136277,11901.97778,129734.5489,10.90025131,837,2502.63,131,2.99,132237.1789,2.279882395,7.971767512
Salmon,841254,TFM ORGANIC JAM,0.285994592,0.00274535,666,666,0.000910995,221,0.003185356,1.160273101,11901.97778,129734.5489,10.90025131,714,3205.86,4,4.49,132940.4089,2.920521122,10.21180542
RibEye,5158010,STEAM BAG - BABY DUTCH POTATO W/ GARLIC HERB BUTTE,0.187161984,0.003400772,825,825,0.000910995,221,0.004867413,1.431267089,17746.706,328282.894,18.49824379,1574.2,8096.8,4,5.143437937,336379.694,7.37614101,39.41046604
Salmon,5007750,TFM CAJUN SEASONING CV BAG,0.285994592,0.003293596,799,799,0.000910995,221,0.003185356,0.967136277,11901.97778,129734.5489,10.90025131,827,4125.73,7,4.98879081,133860.2789,3.758517717,13.14191885
NYStrip,-501157675,(I) Chicken Salad Croissant - CHICKEN SALAD DEAL,0.175261344,0.006550092,1589,1589,0.000910995,221,0.005197921,0.793564513,20667.6425,291081.83,14.08393967,1583,-8687.67,12,-5.488104864,282394.16,-7.914420385,-45.15782087
FiletMignon,28961,DELUXE CHICKEN CAESAR SALAD,0.263875148,0.003693444,896,896,0.000906872,220,0.003436748,0.930499578,32963.67,584684.9525,17.73725294,1005.99,8720.94,131,8.669012614,593405.8925,7.908780174,29.97167495
FiletMignon,158386,PARMESAN CRUSTED CHICKEN BREAST,0.263875148,0.003446115,836,836,0.000906872,220,0.003436748,0.997281845,32963.67,584684.9525,17.73725294,989.69,7392.89,3,7.469904718,592077.8425,6.704408225,25.40750148
RibEye,97,SM CUPS - PINEAPPLE CHUNKS SMALL,0.187161984,0.005849327,1419,1419,0.000906872,220,0.004845388,0.828366725,17746.706,328282.894,18.49824379,904.33,6103.68,2,6.749394579,334386.574,5.535259201,29.57469826
Salmon,4496688,APPLE HARVEST SALAD,0.285994592,0.003124588,758,758,0.000906872,220,0.003170943,1.014835509,11901.97778,129734.5489,10.90025131,411.67,4108.36,14,9.979741055,133842.9089,3.725758475,13.02737388
CrabCakes,1707646,LETTUCE OG GREEN BUTTER HYDRO FRESH2O,0.159098404,0.005556655,1348,1348,0.000906872,220,0.005700073,1.025810088,46943.165,365938.355,7.795349014,1542,6152.58,4,3.99,372090.935,5.579605263,35.07015235
CrabCakes,3408944,TFM SPINACH TOMATO QUICHE,0.159098404,0.002708251,657,657,0.000906872,220,0.005700073,2.104706239,46943.165,365938.355,7.795349014,675,7416.25,4,10.98703704,373354.605,6.725592765,42.27316302
NYStrip,-501153980,(I) Chicken Salad Croissant - CHICKEN SALAD DEAL,0.175261344,0.003029778,735,735,0.000906872,220,0.005174401,1.707847953,20667.6425,291081.83,14.08393967,733,-3657.67,2,-4.99,287424.16,-3.317040133,-18.92625068
CrabCakes,28331,SM CUPS - CANTALOUPE CHUNKS,0.159098404,0.004418942,1072,1072,0.00090275,219,0.005674163,1.284054646,46943.165,365938.355,7.795349014,642.51,3553.42,131,5.530528708,369491.775,3.20785096,20.16268473
RibEye,4921467,SALAD OG ORGANIC GIRL 50/50 MIX 5OZ,0.187161984,0.005457723,1324,1324,0.00090275,219,0.004823364,0.883768442,17746.706,328282.894,18.49824379,1373,5859.09,12,4.267363438,334141.984,5.289295236,28.26052132
NYStrip,1331,CHERRIES CV RED,0.175261344,0.006207954,1506,1506,0.00090275,219,0.005150881,0.829722763,20667.6425,291081.83,14.08393967,1821.68,16312.65,2,8.954728602,307394.48,14.72624963,84.02451608
Salmon,1535783,KERRYGOLD TUBS,0.285994592,0.00345436,838,838,0.00090275,219,0.003156529,0.91378132,11901.97778,129734.5489,10.90025131,910,3950.1,1,4.340769231,133684.6489,3.565953947,12.46860623
Salmon,3408836,TFM QUICHE LORRAINE,0.285994592,0.0036852,894,894,0.000898628,218,0.003142116,0.85263107,11901.97778,129734.5489,10.90025131,959,10501.41,5,10.95037539,140235.9589,9.436862634,32.99664716
RibEye,7990,COD,0.187161984,0.008025821,1947,1947,0.000898628,218,0.004801339,0.598236493,17746.706,328282.894,18.49824379,2333.99,30298.58,131,12.98145236,358581.474,27.22715687,145.4737565
Salmon,31382,DILLY CUCUMBER SALAD,0.285994592,0.003804742,923,923,0.000898628,218,0.003142116,0.825842011,11901.97778,129734.5489,10.90025131,648.17,5827.1,4,8.990079763,135561.6489,5.236396089,18.30942346
CrabCakes,31382,DILLY CUCUMBER SALAD,0.159098404,0.003804742,923,923,0.000898628,218,0.005648254,1.484529971,46943.165,365938.355,7.795349014,648.17,5827.1,4,8.990079763,371765.455,5.236396089,32.91293916
FiletMignon,846141,IL MULINO SAUCES,0.263875148,0.003029778,735,735,0.000898628,218,0.003405505,1.124011265,32963.67,584684.9525,17.73725294,941,7608.59,12,8.085642933,592293.5425,6.837293151,25.91109164
NYStrip,4383784,TFM OG TORTILLA CHIPS,0.175261344,0.004917722,1193,1193,0.000898628,218,0.005127361,1.042629268,20667.6425,291081.83,14.08393967,1256,4994.27,12,3.976329618,296076.1,4.487991607,25.60742432
FiletMignon,459032,TFM CREATE YOUR OWN 6 PACK,0.263875148,0.002827793,686,686,0.000898628,218,0.003405505,1.204297784,32963.67,584684.9525,17.73725294,697,7553.03,5,10.83648494,592237.9825,6.787365371,25.72188178
NYStrip,4921474,SALAD OG ORGANIC GIRL BUTTER PLUS 4OZ,0.175261344,0.005523678,1340,1340,0.000898628,218,0.005127361,0.928251281,20667.6425,291081.83,14.08393967,1465,6814.75,16,4.651706485,297896.58,6.123926181,34.94168215
FiletMignon,5148337,SALAD CV TAYLOR FARMS MEDITERRANEAN CRUNCH,0.263875148,0.004010849,973,973,0.000898628,218,0.003405505,0.849073258,32963.67,584684.9525,17.73725294,1064,4858.55,9,4.566306391,589543.5025,4.366029795,16.54581654
RibEye,2145410,PEAR BROCCOLI SALAD WITH WALNUTS,0.187161984,0.005338181,1295,1295,0.000898628,218,0.004801339,0.899433554,17746.706,328282.894,18.49824379,842.88,8408.34,14,9.975726082,336691.234,7.555971013,40.37129152
Salmon,530112,BREAD 8 GRAIN LOAF,0.285994592,0.00230428,559,559,0.000898628,218,0.003142116,1.3635996,11901.97778,129734.5489,10.90025131,571,2449.59,7,4.29,132184.1389,2.201270528,7.696895647
NYStrip,3659514,LEGAL SEA FOODS REMOULADE,0.175261344,0.004616805,1120,1120,0.000898628,218,0.005127361,1.110586354,20667.6425,291081.83,14.08393967,1125,8987.75,4,7.989111111,300069.58,8.076645149,46.08343721
CrabCakes,1944848,TEMPURA SHRIMP,0.159098404,0.001603515,389,389,0.000898628,218,0.005648254,3.522419442,46943.165,365938.355,7.795349014,2606.14,2580.08,5,0.990000537,368518.435,2.318532515,14.57294642
NYStrip,3778758,SIETE TACO SEASONING,0.175261344,0.004958943,1203,1203,0.000898628,218,0.005127361,1.033962358,20667.6425,291081.83,14.08393967,1442,4737.07,2,3.285069348,295818.9,4.256864447,24.28866712
NYStrip,7426,CHEESE PIZZA 12 IN,0.175261344,0.004047949,981,982,0.000898628,218,0.005127361,1.266656534,20667.6425,291081.83,14.08393967,1468.01,7805.51,4,5.317068685,298887.34,7.014251006,40.02166616
FiletMignon,860676,SMOKEY MOZZARELLA PASTA SALAD,0.263875148,0.003540925,859,859,0.000894506,217,0.003389883,0.957344132,32963.67,584684.9525,17.73725294,717.65,7015.89,4,9.776200098,591700.8425,6.275755713,23.78304949
NYStrip,2552,KRAFT PHILADELPHIA CREAM CHEESE,0.175261344,0.004534362,1100,1100,0.000894506,217,0.005103841,1.125591774,20667.6425,291081.83,14.08393967,1380,4536.12,14,3.287043478,295617.95,4.057586565,23.15163441
RibEye,5303465,SALAD CV TAYLOR FARMS MAPLE BOURBON BACON,0.187161984,0.004381843,1063,1063,0.000894506,217,0.004779315,1.090708831,17746.706,328282.894,18.49824379,1152,5274.61,5,4.578654514,333557.504,4.718170302,25.20902057
CrabCakes,992516,MUSHROOMS - CV WHOLE WHITE 8OZ,0.159098404,0.010416667,2527,2527,0.000894506,217,0.005622344,0.539745051,46943.165,365938.355,7.795349014,2923,8605.11,9,2.943930893,374543.465,7.697322542,48.38089102
Salmon,72,ASPARAGUS CV WHITE,0.285994592,0.003248252,788,788,0.000894506,217,0.003127703,0.962887826,11901.97778,129734.5489,10.90025131,857.57,3885.38,4,4.530685542,133619.9289,3.475495729,12.15231277
CrabCakes,172707,41-50 PER LB LARGE SALAD SHRIMP,0.159098404,0.002654663,644,644,0.000894506,217,0.005622344,2.117912647,46943.165,365938.355,7.795349014,478.96,6489.66,7,13.54948221,372428.015,5.80503982,36.48710281
CrabCakes,29019,CARROTS OG BUNCH TOPS,0.159098404,0.007547652,1831,1831,0.000894506,217,0.005622344,0.744913023,46943.165,365938.355,7.795349014,2039,6060.61,7,2.972344286,371998.965,5.42125202,34.07483599
Salmon,2313935,CRANBERRY ORANGE MUFFIN 4CT,0.285994592,0.003326573,807,807,0.000890384,216,0.003113289,0.935884804,11901.97778,129734.5489,10.90025131,843,5049.57,12,5.99,134784.1189,4.4960556,15.7207714
FiletMignon,142909,CR PRIME PORK TENDERLOIN,0.263875148,0.003491459,847,847,0.000890384,216,0.003374262,0.966433221,32963.67,584684.9525,17.73725294,2840.73,17264.7,4,6.077557529,601949.6525,15.37221013,58.25561908
FiletMignon,1347,EGGPLANT CV,0.263875148,0.004014972,974,974,0.000890384,216,0.003374262,0.840419854,32963.67,584684.9525,17.73725294,1393.73,2773.99,5,1.990335287,587458.9425,2.469915908,9.360168713
CrabCakes,4921474,SALAD OG ORGANIC GIRL BUTTER PLUS 4OZ,0.159098404,0.005523678,1340,1340,0.000890384,216,0.005596435,1.013171885,46943.165,365938.355,7.795349014,1465,6814.75,16,4.651706485,372753.105,6.067743372,38.13830449
Salmon,152908,ORGANIC VALLEY HEAVY WHIPPING CREAM,0.285994592,0.003363672,816,816,0.000890384,216,0.003113289,0.925562546,11901.97778,129734.5489,10.90025131,992,4520.18,3,4.556633065,134254.7289,4.024695291,14.07262727
Salmon,29930,BEETS OG BUNCH RED,0.285994592,0.002106417,510,511,0.000890384,216,0.003113289,1.47800203,11901.97778,129734.5489,10.90025131,592,1770.08,4,2.99,131504.6289,1.576050653,5.510770827
FiletMignon,5088719,SALAD CV GOTHAM ROMAINE 4.5OZ,0.263875148,0.00312871,759,759,0.000890384,216,0.003374262,1.078483449,32963.67,584684.9525,17.73725294,861,3683.4,4,4.27804878,588368.3525,3.279639889,12.42875621
CrabCakes,7658,CRANBERRY ORANGE WALNUT POUND CAKE,0.159098404,0.003598635,873,873,0.000890384,216,0.005596435,1.555155013,46943.165,365938.355,7.795349014,936.16,5486.62,4,5.860771663,371424.975,4.885197863,30.70551145
NYStrip,151582,CUCUMBERS CV BABY HOT HOUSE,0.175261344,0.005803984,1408,1408,0.000886262,215,0.005056801,0.871263794,20667.6425,291081.83,14.08393967,1505,5480.95,2,3.641827243,296562.78,4.857556102,27.71607239
NYStrip,3284393,PL SLICED BRIOCHE,0.175261344,0.004958943,1203,1203,0.000886262,215,0.005056801,1.019733518,20667.6425,291081.83,14.08393967,1251,9369.99,14,7.49,300451.82,8.304263331,47.38217301
CrabCakes,1635,DELI KEY,0.159098404,0.004315888,1047,1047,0.000886262,215,0.005570525,1.290701918,46943.165,365938.355,7.795349014,1093,8610.35,2,7.877721866,374548.705,7.631023488,47.96417375
CrabCakes,1851256,APPLES CV ENVY,0.159098404,0.005082608,1233,1233,0.000886262,215,0.005570525,1.095997493,46943.165,365938.355,7.795349014,2205.1,5535.37,9,2.510258038,371473.725,4.905786465,30.83491942
NYStrip,142236,IRISH BANGER SAUSAGE,0.175261344,0.003268863,793,793,0.000886262,215,0.005056801,1.546960179,20667.6425,291081.83,14.08393967,950.02,4965.8,12,5.227047852,296047.63,4.400998384,25.11106146
FiletMignon,1747486,ALEXIA SWEET POTATOES FAMILY SIZE,0.263875148,0.003870696,939,939,0.000886262,215,0.00335864,0.86770955,32963.67,584684.9525,17.73725294,1019,5743.31,2,5.636221786,590428.2625,5.090075724,19.28971241
Salmon,2225596,PROSCIUTTO ITALIANO VERONI,0.285994592,0.0036852,894,894,0.000886262,215,0.003098876,0.840897615,11901.97778,129734.5489,10.90025131,994,10924.06,12,10.99,140658.6089,9.681576062,33.8523047
RibEye,42236,LAMB LOIN CHOPS AUSTRALIAN,0.187161984,0.00347497,843,843,0.00088214,214,0.004713241,1.356339965,17746.706,328282.894,18.49824379,1002.89,18028.21,5,17.97625861,346311.104,15.90339723,84.97130077
FiletMignon,74019,HMR - VEGGIE KABOBS,0.263875148,0.002473288,600,600,0.00088214,214,0.003343019,1.351649327,32963.67,584684.9525,17.73725294,637,8274.63,12,12.99,592959.5825,7.299378463,27.66224295
FiletMignon,7773,CREME BRULEE,0.263875148,0.002357868,572,572,0.00088214,214,0.003343019,1.417813979,32963.67,584684.9525,17.73725294,880,4391.2,12,4.99,589076.1525,3.873651233,14.67986378
Salmon,876113,TFM APPLEWOOD BACON,0.285994592,0.003771765,915,915,0.00088214,214,0.003084462,0.817776938,11901.97778,129734.5489,10.90025131,1136,7937.15,4,6.986927817,137671.6989,7.001674004,24.48184059
NYStrip,5080457,SALAD CV TAYLOR FARMS EVERYTHING BAGEL,0.175261344,0.004175735,1013,1013,0.00088214,214,0.005033281,1.205363926,20667.6425,291081.83,14.08393967,1100,5040.63,4,4.582390909,296122.46,4.446539127,25.37090623
Salmon,3508821,TFM POPCORN,0.285994592,0.003075122,746,746,0.00088214,214,0.003084462,1.003037397,11901.97778,129734.5489,10.90025131,941,2813.59,4,2.99,132548.1389,2.481979043,8.678412511
NYStrip,5133521,SALAD OG TFM SPINACH 5OZ,0.175261344,0.006389329,1550,1550,0.00088214,214,0.005033281,0.78776365,20667.6425,291081.83,14.08393967,1622,6458.78,4,3.981985203,297540.61,5.697545344,32.5088534
Salmon,3352190,TFM NO SUGAR BACON,0.285994592,0.001920921,466,466,0.00088214,214,0.003084462,1.605720811,11901.97778,129734.5489,10.90025131,557,3336.43,4,5.99,133070.9789,2.94319689,10.29109282
NYStrip,3385577,THE FRESH MARKET CHICKEN POT PIE,0.175261344,0.004233445,1027,1027,0.000878017,213,0.005009761,1.183376721,20667.6425,291081.83,14.08393967,1054,14116.21,14,13.39298861,305198.04,12.39427817,70.71883552
FiletMignon,3479291,CRACKER CUT SHARP CHEDDAR TFM,0.263875148,0.002642297,641,641,0.000878017,213,0.003327397,1.259282254,32963.67,584684.9525,17.73725294,657,3935.43,12,5.99,588620.3825,3.455376064,13.09473849
NYStrip,3173406,6CT SMALL FRENCH BUTTER CROISSANTS,0.175261344,0.005358792,1300,1300,0.000878017,213,0.005009761,0.93486761,20667.6425,291081.83,14.08393967,1834.28,6988.16,12,3.809756417,298069.99,6.135726157,35.00901004
CrabCakes,3165098,DRAKE'S MAC N CHEESE,0.159098404,0.004072682,988,988,0.000878017,213,0.005518707,1.355054729,46943.165,365938.355,7.795349014,1080.41,7549.48,12,6.987606557,373487.835,6.628574891,41.66336512
FiletMignon,7748,SOURDOUGH BOULE,0.263875148,0.002893748,702,702,0.000878017,213,0.003327397,1.149857443,32963.67,584684.9525,17.73725294,713.62,3775.06,14,5.290014293,588460.0125,3.314568411,12.56112382
FiletMignon,4534252,TFM FROZEN FRUIT 16OZ,0.263875148,0.004447797,1079,1079,0.000878017,213,0.003327397,0.748100023,32963.67,584684.9525,17.73725294,1522,7594.78,3,4.99,592279.7325,6.66834908,25.27084919
RibEye,453907,POTATOES CV RUSSET 5 LB BAG,0.187161984,0.003297718,800,800,0.000878017,213,0.004691217,1.422564532,17746.706,328282.894,18.49824379,809,4036.91,7,4.99,332319.804,3.54447727,18.93801934
